Point,AFTBF,AFTDIA,*FWDBF,*FWDDIA,JCDIA1
55,-0.0001,-0.0002,-0.0003,-0.0007,0.0008
56,-0.0001,-0.0002,-0.0003,-0.0008,0.0007
57,-0.0001,-0.0002,-0.0003,-0.0008,0.0007
58,-0.0001,-0.0002,-0.0003,-0.0008,0.0006
59,-0.0001,-0.0002,-0.0003,-0.0008,0.0005
60,-0.0001,-0.0002,-0.0003,-0.0009,0.0005
61,-0.0001,-0.0002,-0.0004,-0.0009,0.0004
62,-0.0001,-0.0002,-0.0004,-0.0009,0.0004
63,-0.0001,-0.0001,-0.0004,-0.0009,0.0003
64,-0.0001,-0.0001,-0.0004,-0.0010,0.0003
65,-0.0001,-0.0001,-0.0004,-0.0010,0.0002
66,-0.0001,-0.0001,-0.0004,-0.0010,0.0001
67,-0.0001,-0.0001,-0.0004,-0.0011,0.0001
68,-0.0001,0.0000,-0.0004,-0.0011,0.0000
69,-0.0001,0.0000,-0.0004,-0.0011,0.0000
70,-0.0001,0.0000,-0.0004,-0.0012,0.0000
71,-0.0001,0.0000,-0.0004,-0.0012,-0.0001
72,-0.0001,0.0001,-0.0004,-0.0012,-0.0001
73,-0.0001,0.0001,-0.0004,-0.0013,-0.0002
74,-0.0001,0.0001,-0.0004,-0.0013,-0.0002
75,-0.0001,0.0001,-0.0004,-0.0013,-0.0002
76,-0.0001,0.0002,-0.0004,-0.0013,-0.0003
77,-0.0001,0.0002,-0.0005,-0.0014,-0.0003
78,-0.0001,0.0002,-0.0005,-0.0014,-0.0003
79,-0.0001,0.0002,-0.0005,-0.0014,-0.0004
80,-0.0001,0.0003,-0.0005,-0.0015,-0.0004
81,-0.0001,0.0003,-0.0005,-0.0015,-0.0004
82,-0.0001,0.0003,-0.0005,-0.0015,-0.0004
83,-0.0001,0.0003,-0.0005,-0.0015,-0.0005
84,-0.0001,0.0004,-0.0005,-0.0016,-0.0005
85,-0.0001,0.0004,-0.0005,-0.0016,-0.0005
86,-0.0001,0.0004,-0.0005,-0.0016,-0.0005
87,-0.0001,0.0004,-0.0005,-0.0016,-0.0005
88,-0.0001,0.0005,-0.0005,-0.0016,-0.0006
89,-0.0001,0.0005,-0.0005,-0.0017,-0.0006
90,-0.0001,0.0005,-0.0005,-0.0017,-0.0006
91,-0.0001,0.0005,-0.0006,-0.0017,-0.0006
92,-0.0001,0.0006,-0.0006,-0.0017,-0.0006
93,-0.0001,0.0006,-0.0006,-0.0018,-0.0006
94,-0.0001,0.0006,-0.0006,-0.0018,-0.0006
95,-0.0001,0.0006,-0.0006,-0.0018,-0.0006
96,-0.0001,0.0007,-0.0006,-0.0018,-0.0007
97,-0.0001,0.0007,-0.0006,-0.0018,-0.0007
98,-0.0001,0.0007,-0.0006,-0.0018,-0.0007
99,-0.0001,0.0008,-0.0006,-0.0018,-0.0007
100,-0.0001,0.0008,-0.0006,-0.0019,-0.0007
101,-0.0001,0.0008,-0.0006,-0.0019,-0.0007
102,-0.0001,0.0008,-0.0006,-0.0019,-0.0007
103,-0.0001,0.0009,-0.0006,-0.0019,-0.0007
104,-0.0001,0.0009,-0.0006,-0.0019,-0.0007
105,-0.0001,0.0009,-0.0006,-0.0019,-0.0007
106,-0.0001,0.0010,-0.0006,-0.0019,-0.0007
107,-0.0001,0.0010,-0.0007,-0.0019,-0.0007
108,-0.0001,0.0010,-0.0007,-0.0019,-0.0007
109,-0.0001,0.0011,-0.0007,-0.0019,-0.0007
110,-0.0001,0.0011,-0.0007,-0.0019,-0.0007
111,-0.0001,0.0011,-0.0007,-0.0019,-0.0007
112,-0.0001,0.0012,-0.0007,-0.0019,-0.0007
113,-0.0001,0.0012,-0.0007,-0.0019,-0.0007
114,-0.0001,0.0013,-0.0007,-0.0019,-0.0007
115,0.0000,0.0013,-0.0007,-0.0019,-0.0007
116,0.0000,0.0013,-0.0007,-0.0019,-0.0007
117,0.0000,0.0014,-0.0007,-0.0019,-0.0007
118,0.0000,0.0014,-0.0007,-0.0019,-0.0007
119,0.0000,0.0015,-0.0007,-0.0019,-0.0007
120,0.0000,0.0015,-0.0007,-0.0019,-0.0008
121,0.0000,0.0016,-0.0007,-0.0019,-0.0008
122,0.0000,0.0016,-0.0007,-0.0019,-0.0008
123,0.0000,0.0017,-0.0007,-0.0019,-0.0008
124,0.0000,0.0017,-0.0007,-0.0019,-0.0008
125,0.0000,0.0018,-0.0007,-0.0019,-0.0008
126,0.0000,0.0018,-0.0007,-0.0020,-0.0008
127,0.0000,0.0019,-0.0007,-0.0020,-0.0008
128,0.0000,0.0020,-0.0007,-0.0020,-0.0008
129,0.0000,0.0020,-0.0007,-0.0020,-0.0009
130,0.0000,0.0021,-0.0007,-0.0020,-0.0009
131,0.0000,0.0021,-0.0007,-0.0020,-0.0009
132,0.0000,0.0022,-0.0007,-0.0020,-0.0009
133,0.0000,0.0023,-0.0007,-0.0020,-0.0009
134,0.0000,0.0023,-0.0007,-0.0020,-0.0010
135,0.0000,0.0024,-0.0007,-0.0021,-0.0010
136,0.0000,0.0025,-0.0008,-0.0021,-0.0010
137,0.0000,0.0026,-0.0008,-0.0021,-0.0011
138,0.0000,0.0026,-0.0008,-0.0021,-0.0011
139,0.0000,0.0027,-0.0008,-0.0021,-0.0011
140,0.0000,0.0028,-0.0008,-0.0021,-0.0012
141,0.0000,0.0028,-0.0008,-0.0022,-0.0012
142,0.0000,0.0029,-0.0008,-0.0022,-0.0012
143,0.0000,0.0030,-0.0008,-0.0022,-0.0013
144,0.0000,0.0031,-0.0008,-0.0022,-0.0013
145,0.0000,0.0031,-0.0008,-0.0022,-0.0014
146,0.0000,0.0032,-0.0008,-0.0022,-0.0014
147,0.0000,0.0033,-0.0008,-0.0023,-0.0015
148,0.0000,0.0033,-0.0008,-0.0023,-0.0015
149,0.0000,0.0034,-0.0008,-0.0023,-0.0016
150,0.0000,0.0035,-0.0008,-0.0023,-0.0017
151,0.0000,0.0035,-0.0008,-0.0023,-0.0017
152,0.0000,0.0036,-0.0008,-0.0023,-0.0018
153,0.0000,0.0037,-0.0008,-0.0023,-0.0019
154,0.0000,0.0038,-0.0009,-0.0023,-0.0019
155,0.0000,0.0038,-0.0009,-0.0024,-0.0020
156,0.0000,0.0039,-0.0009,-0.0024,-0.0021
157,0.0000,0.0040,-0.0009,-0.0024,-0.0022
158,0.0000,0.0040,-0.0009,-0.0024,-0.0022
159,0.0000,0.0041,-0.0009,-0.0024,-0.0023
160,0.0000,0.0042,-0.0009,-0.0024,-0.0024
161,0.0000,0.0042,-0.0009,-0.0024,-0.0025
162,0.0000,0.0043,-0.0009,-0.0024,-0.0026
163,0.0000,0.0044,-0.0009,-0.0025,-0.0027
164,0.0000,0.0044,-0.0009,-0.0025,-0.0027
165,0.0000,0.0045,-0.0009,-0.0025,-0.0028
166,0.0000,0.0046,-0.0009,-0.0025,-0.0029
167,0.0001,0.0046,-0.0009,-0.0025,-0.0030
168,0.0001,0.0047,-0.0009,-0.0025,-0.0031
169,0.0001,0.0048,-0.0009,-0.0025,-0.0032
170,0.0001,0.0049,-0.0009,-0.0026,-0.0033
171,0.0001,0.0049,-0.0010,-0.0026,-0.0033
172,0.0001,0.0050,-0.0010,-0.0026,-0.0034
173,0.0001,0.0051,-0.0010,-0.0026,-0.0035
174,0.0001,0.0051,-0.0010,-0.0026,-0.0036
175,0.0001,0.0052,-0.0010,-0.0026,-0.0037
176,0.0001,0.0053,-0.0010,-0.0026,-0.0038
177,0.0001,0.0053,-0.0010,-0.0026,-0.0038
178,0.0001,0.0054,-0.0010,-0.0027,-0.0039
179,0.0001,0.0055,-0.0010,-0.0027,-0.0040
180,0.0001,0.0055,-0.0010,-0.0027,-0.0041
181,0.0001,0.0056,-0.0010,-0.0027,-0.0042
182,0.0001,0.0057,-0.0010,-0.0027,-0.0042
183,0.0001,0.0057,-0.0010,-0.0027,-0.0043
184,0.0001,0.0058,-0.0010,-0.0027,-0.0044
185,0.0001,0.0059,-0.0010,-0.0027,-0.0044
186,0.0001,0.0059,-0.0010,-0.0027,-0.0045
187,0.0001,0.0060,-0.0010,-0.0027,-0.0046
188,0.0002,0.0060,-0.0010,-0.0027,-0.0046
189,0.0002,0.0061,-0.0011,-0.0027,-0.0047
190,0.0002,0.0062,-0.0011,-0.0027,-0.0048
191,0.0002,0.0062,-0.0011,-0.0027,-0.0048
192,0.0002,0.0063,-0.0011,-0.0027,-0.0049
193,0.0002,0.0063,-0.0011,-0.0028,-0.0049
194,0.0002,0.0064,-0.0011,-0.0028,-0.0050
195,0.0002,0.0065,-0.0011,-0.0028,-0.0050
196,0.0002,0.0065,-0.0011,-0.0028,-0.0051
197,0.0002,0.0066,-0.0011,-0.0028,-0.0051
198,0.0002,0.0067,-0.0011,-0.0028,-0.0052
199,0.0002,0.0067,-0.0011,-0.0028,-0.0052
200,0.0002,0.0068,-0.0011,-0.0028,-0.0053
201,0.0002,0.0069,-0.0011,-0.0028,-0.0053
202,0.0002,0.0070,-0.0011,-0.0028,-0.0054
203,0.0002,0.0070,-0.0011,-0.0028,-0.0054
204,0.0002,0.0071,-0.0011,-0.0028,-0.0055
205,0.0002,0.0072,-0.0011,-0.0028,-0.0055
206,0.0002,0.0073,-0.0011,-0.0028,-0.0055
207,0.0002,0.0074,-0.0011,-0.0028,-0.0056
208,0.0002,0.0074,-0.0011,-0.0027,-0.0056
209,0.0003,0.0075,-0.0012,-0.0027,-0.0056
210,0.0003,0.0076,-0.0012,-0.0027,-0.0057
211,0.0003,0.0077,-0.0012,-0.0027,-0.0057
212,0.0003,0.0078,-0.0012,-0.0027,-0.0057
213,0.0003,0.0079,-0.0012,-0.0027,-0.0058
214,0.0003,0.0080,-0.0012,-0.0027,-0.0058
215,0.0003,0.0080,-0.0012,-0.0027,-0.0058
216,0.0003,0.0081,-0.0012,-0.0027,-0.0058
217,0.0003,0.0082,-0.0012,-0.0027,-0.0059
218,0.0003,0.0083,-0.0012,-0.0027,-0.0059
219,0.0003,0.0084,-0.0012,-0.0027,-0.0059
220,0.0003,0.0085,-0.0012,-0.0027,-0.0059
221,0.0003,0.0086,-0.0012,-0.0027,-0.0059
222,0.0003,0.0086,-0.0012,-0.0027,-0.0060
223,0.0003,0.0087,-0.0013,-0.0027,-0.0060
224,0.0003,0.0088,-0.0013,-0.0027,-0.0060
225,0.0003,0.0088,-0.0013,-0.0027,-0.0060
226,0.0003,0.0089,-0.0013,-0.0027,-0.0061
227,0.0003,0.0090,-0.0013,-0.0027,-0.0061
228,0.0003,0.0091,-0.0013,-0.0027,-0.0061
229,0.0003,0.0091,-0.0013,-0.0027,-0.0061
230,0.0004,0.0092,-0.0013,-0.0027,-0.0062
231,0.0004,0.0092,-0.0013,-0.0027,-0.0062
232,0.0004,0.0093,-0.0013,-0.0027,-0.0062
233,0.0004,0.0093,-0.0013,-0.0027,-0.0063
234,0.0004,0.0094,-0.0013,-0.0027,-0.0063
235,0.0004,0.0095,-0.0013,-0.0027,-0.0064
236,0.0004,0.0095,-0.0014,-0.0028,-0.0064
237,0.0004,0.0096,-0.0014,-0.0028,-0.0064
238,0.0004,0.0096,-0.0014,-0.0028,-0.0065
239,0.0004,0.0097,-0.0014,-0.0028,-0.0066
240,0.0004,0.0097,-0.0014,-0.0028,-0.0066
241,0.0004,0.0098,-0.0014,-0.0028,-0.0067
242,0.0004,0.0098,-0.0014,-0.0028,-0.0068
243,0.0004,0.0099,-0.0014,-0.0028,-0.0068
244,0.0004,0.0099,-0.0014,-0.0029,-0.0069
245,0.0004,0.0100,-0.0014,-0.0029,-0.0070
246,0.0004,0.0101,-0.0014,-0.0029,-0.0071
247,0.0004,0.0101,-0.0014,-0.0029,-0.0072
248,0.0004,0.0102,-0.0014,-0.0029,-0.0072
249,0.0005,0.0102,-0.0014,-0.0029,-0.0073
250,0.0005,0.0103,-0.0014,-0.0029,-0.0074
251,0.0005,0.0104,-0.0014,-0.0029,-0.0075
252,0.0005,0.0104,-0.0014,-0.0029,-0.0076
253,0.0005,0.0105,-0.0014,-0.0029,-0.0077
254,0.0005,0.0106,-0.0014,-0.0029,-0.0078
255,0.0005,0.0107,-0.0014,-0.0030,-0.0079
256,0.0005,0.0107,-0.0015,-0.0030,-0.0080
257,0.0005,0.0108,-0.0015,-0.0030,-0.0081
258,0.0005,0.0109,-0.0015,-0.0030,-0.0083
259,0.0005,0.0110,-0.0015,-0.0030,-0.0084
260,0.0005,0.0111,-0.0015,-0.0030,-0.0085
261,0.0005,0.0112,-0.0015,-0.0030,-0.0086
262,0.0005,0.0112,-0.0015,-0.0030,-0.0087
263,0.0005,0.0113,-0.0015,-0.0030,-0.0088
264,0.0006,0.0114,-0.0015,-0.0030,-0.0089
265,0.0006,0.0115,-0.0015,-0.0030,-0.0090
266,0.0006,0.0116,-0.0015,-0.0030,-0.0091
267,0.0006,0.0117,-0.0015,-0.0030,-0.0091
268,0.0006,0.0118,-0.0015,-0.0030,-0.0092
269,0.0006,0.0119,-0.0015,-0.0030,-0.0093
270,0.0006,0.0120,-0.0016,-0.0030,-0.0094
271,0.0006,0.0120,-0.0016,-0.0030,-0.0095
272,0.0006,0.0121,-0.0016,-0.0030,-0.0096
273,0.0006,0.0122,-0.0016,-0.0030,-0.0096
274,0.0006,0.0123,-0.0016,-0.0030,-0.0097
275,0.0006,0.0124,-0.0016,-0.0030,-0.0098
276,0.0007,0.0125,-0.0016,-0.0030,-0.0098
277,0.0007,0.0126,-0.0016,-0.0030,-0.0099
278,0.0007,0.0127,-0.0016,-0.0030,-0.0100
279,0.0007,0.0128,-0.0016,-0.0030,-0.0100
280,0.0007,0.0129,-0.0016,-0.0030,-0.0101
281,0.0007,0.0129,-0.0016,-0.0030,-0.0101
282,0.0007,0.0130,-0.0017,-0.0030,-0.0102
283,0.0007,0.0131,-0.0017,-0.0030,-0.0103
284,0.0007,0.0132,-0.0017,-0.0030,-0.0103
285,0.0007,0.0133,-0.0017,-0.0030,-0.0104
286,0.0007,0.0134,-0.0017,-0.0030,-0.0104
287,0.0007,0.0135,-0.0017,-0.0030,-0.0105
288,0.0007,0.0135,-0.0017,-0.0030,-0.0106
289,0.0007,0.0136,-0.0017,-0.0030,-0.0106
290,0.0008,0.0137,-0.0017,-0.0030,-0.0107
291,0.0008,0.0138,-0.0017,-0.0029,-0.0107
292,0.0008,0.0139,-0.0017,-0.0029,-0.0108
293,0.0008,0.0140,-0.0017,-0.0029,-0.0109
294,0.0008,0.0141,-0.0017,-0.0029,-0.0109
295,0.0008,0.0141,-0.0017,-0.0029,-0.0110
296,0.0008,0.0142,-0.0018,-0.0029,-0.0111
297,0.0008,0.0143,-0.0018,-0.0029,-0.0111
298,0.0008,0.0144,-0.0018,-0.0029,-0.0112
299,0.0008,0.0145,-0.0018,-0.0029,-0.0113
300,0.0008,0.0146,-0.0018,-0.0029,-0.0113
301,0.0008,0.0147,-0.0018,-0.0029,-0.0114
302,0.0008,0.0148,-0.0018,-0.0029,-0.0114
303,0.0009,0.0148,-0.0018,-0.0029,-0.0115
304,0.0009,0.0149,-0.0018,-0.0029,-0.0116
305,0.0009,0.0150,-0.0018,-0.0029,-0.0116
306,0.0009,0.0151,-0.0018,-0.0029,-0.0117
307,0.0009,0.0152,-0.0018,-0.0029,-0.0117
308,0.0009,0.0153,-0.0018,-0.0029,-0.0118
309,0.0009,0.0154,-0.0019,-0.0029,-0.0118
310,0.0009,0.0155,-0.0019,-0.0029,-0.0119
311,0.0009,0.0156,-0.0019,-0.0029,-0.0119
312,0.0009,0.0157,-0.0019,-0.0029,-0.0120
313,0.0010,0.0158,-0.0019,-0.0029,-0.0120
314,0.0010,0.0159,-0.0019,-0.0029,-0.0121
315,0.0010,0.0160,-0.0019,-0.0030,-0.0121
316,0.0010,0.0161,-0.0019,-0.0030,-0.0121
317,0.0010,0.0162,-0.0019,-0.0030,-0.0122
318,0.0010,0.0163,-0.0019,-0.0030,-0.0122
319,0.0010,0.0164,-0.0019,-0.0030,-0.0122
320,0.0010,0.0165,-0.0019,-0.0030,-0.0123
321,0.0010,0.0166,-0.0019,-0.0030,-0.0123
322,0.0011,0.0167,-0.0020,-0.0030,-0.0123
323,0.0011,0.0168,-0.0020,-0.0030,-0.0124
324,0.0011,0.0170,-0.0020,-0.0031,-0.0124
325,0.0011,0.0171,-0.0020,-0.0031,-0.0124
326,0.0011,0.0172,-0.0020,-0.0031,-0.0125
327,0.0011,0.0173,-0.0020,-0.0031,-0.0125
328,0.0011,0.0174,-0.0020,-0.0031,-0.0126
329,0.0011,0.0175,-0.0020,-0.0031,-0.0126
330,0.0012,0.0176,-0.0020,-0.0031,-0.0126
331,0.0012,0.0178,-0.0020,-0.0031,-0.0127
332,0.0012,0.0179,-0.0020,-0.0031,-0.0127
333,0.0012,0.0180,-0.0020,-0.0031,-0.0128
334,0.0012,0.0181,-0.0020,-0.0031,-0.0128
335,0.0012,0.0182,-0.0020,-0.0031,-0.0129
336,0.0012,0.0184,-0.0020,-0.0031,-0.0130
337,0.0012,0.0185,-0.0021,-0.0031,-0.0130
338,0.0013,0.0186,-0.0021,-0.0032,-0.0131
339,0.0013,0.0187,-0.0021,-0.0032,-0.0132
340,0.0013,0.0188,-0.0021,-0.0032,-0.0132
341,0.0013,0.0189,-0.0021,-0.0032,-0.0133
342,0.0013,0.0190,-0.0021,-0.0032,-0.0134
343,0.0013,0.0192,-0.0021,-0.0032,-0.0135
344,0.0013,0.0193,-0.0021,-0.0032,-0.0136
345,0.0013,0.0194,-0.0021,-0.0032,-0.0137
346,0.0014,0.0195,-0.0021,-0.0032,-0.0138
347,0.0014,0.0196,-0.0021,-0.0033,-0.0139
348,0.0014,0.0197,-0.0021,-0.0033,-0.0139
349,0.0014,0.0198,-0.0021,-0.0033,-0.0140
350,0.0014,0.0199,-0.0022,-0.0033,-0.0141
351,0.0014,0.0201,-0.0022,-0.0033,-0.0142
352,0.0014,0.0202,-0.0022,-0.0034,-0.0144
353,0.0014,0.0203,-0.0022,-0.0034,-0.0145
354,0.0014,0.0204,-0.0022,-0.0034,-0.0146
355,0.0015,0.0205,-0.0022,-0.0034,-0.0147
356,0.0015,0.0206,-0.0022,-0.0035,-0.0148
357,0.0015,0.0208,-0.0022,-0.0035,-0.0149
358,0.0015,0.0209,-0.0022,-0.0035,-0.0150
359,0.0015,0.0210,-0.0022,-0.0036,-0.0151
360,0.0015,0.0211,-0.0022,-0.0036,-0.0152
361,0.0015,0.0213,-0.0022,-0.0036,-0.0153
362,0.0015,0.0214,-0.0022,-0.0036,-0.0154
363,0.0015,0.0215,-0.0022,-0.0037,-0.0155
364,0.0016,0.0216,-0.0022,-0.0037,-0.0156
365,0.0016,0.0218,-0.0022,-0.0037,-0.0157
366,0.0016,0.0219,-0.0023,-0.0037,-0.0158
367,0.0016,0.0220,-0.0023,-0.0037,-0.0159
368,0.0016,0.0222,-0.0023,-0.0038,-0.0160
369,0.0016,0.0223,-0.0023,-0.0038,-0.0161
370,0.0016,0.0225,-0.0023,-0.0038,-0.0162
371,0.0016,0.0226,-0.0023,-0.0038,-0.0163
372,0.0016,0.0227,-0.0023,-0.0038,-0.0164
373,0.0017,0.0229,-0.0023,-0.0038,-0.0165
374,0.0017,0.0230,-0.0023,-0.0038,-0.0166
375,0.0017,0.0231,-0.0023,-0.0038,-0.0167
376,0.0017,0.0233,-0.0023,-0.0038,-0.0168
377,0.0017,0.0234,-0.0023,-0.0038,-0.0169
378,0.0017,0.0236,-0.0023,-0.0039,-0.0170
379,0.0017,0.0237,-0.0023,-0.0039,-0.0171
380,0.0017,0.0238,-0.0024,-0.0039,-0.0172
381,0.0017,0.0239,-0.0024,-0.0039,-0.0172
382,0.0018,0.0241,-0.0024,-0.0039,-0.0173
383,0.0018,0.0242,-0.0024,-0.0039,-0.0174
384,0.0018,0.0243,-0.0024,-0.0039,-0.0175
385,0.0018,0.0244,-0.0024,-0.0039,-0.0176
386,0.0018,0.0246,-0.0024,-0.0039,-0.0176
387,0.0018,0.0247,-0.0024,-0.0039,-0.0177
388,0.0018,0.0248,-0.0024,-0.0039,-0.0178
389,0.0018,0.0249,-0.0024,-0.0040,-0.0178
390,0.0019,0.0250,-0.0024,-0.0040,-0.0179
391,0.0019,0.0251,-0.0024,-0.0040,-0.0180
392,0.0019,0.0252,-0.0024,-0.0040,-0.0181
393,0.0019,0.0253,-0.0024,-0.0040,-0.0181
394,0.0019,0.0254,-0.0024,-0.0040,-0.0182
395,0.0019,0.0255,-0.0024,-0.0040,-0.0182
396,0.0019,0.0256,-0.0025,-0.0040,-0.0183
397,0.0019,0.0257,-0.0025,-0.0041,-0.0184
398,0.0019,0.0258,-0.0025,-0.0041,-0.0184
399,0.0019,0.0259,-0.0025,-0.0041,-0.0185
400,0.0020,0.0260,-0.0025,-0.0041,-0.0186
401,0.0020,0.0261,-0.0025,-0.0041,-0.0186
402,0.0020,0.0262,-0.0025,-0.0041,-0.0187
403,0.0020,0.0262,-0.0025,-0.0041,-0.0187
404,0.0020,0.0263,-0.0025,-0.0041,-0.0188
405,0.0020,0.0264,-0.0025,-0.0041,-0.0189
406,0.0020,0.0265,-0.0025,-0.0041,-0.0189
407,0.0020,0.0266,-0.0025,-0.0041,-0.0190
408,0.0020,0.0267,-0.0025,-0.0041,-0.0191
409,0.0020,0.0268,-0.0025,-0.0041,-0.0192
410,0.0021,0.0268,-0.0025,-0.0041,-0.0192
411,0.0021,0.0269,-0.0025,-0.0041,-0.0193
412,0.0021,0.0270,-0.0025,-0.0041,-0.0194
413,0.0021,0.0271,-0.0025,-0.0041,-0.0194
414,0.0021,0.0272,-0.0025,-0.0041,-0.0195
415,0.0021,0.0273,-0.0025,-0.0041,-0.0196
416,0.0021,0.0274,-0.0026,-0.0041,-0.0197
417,0.0021,0.0275,-0.0026,-0.0041,-0.0197
418,0.0021,0.0276,-0.0026,-0.0041,-0.0198
419,0.0022,0.0277,-0.0026,-0.0041,-0.0199
420,0.0022,0.0278,-0.0026,-0.0042,-0.0199
421,0.0022,0.0279,-0.0026,-0.0042,-0.0200
422,0.0022,0.0280,-0.0026,-0.0042,-0.0201
423,0.0022,0.0281,-0.0026,-0.0042,-0.0201
424,0.0022,0.0282,-0.0026,-0.0042,-0.0202
425,0.0022,0.0284,-0.0026,-0.0042,-0.0203
426,0.0022,0.0285,-0.0026,-0.0043,-0.0203
427,0.0022,0.0286,-0.0026,-0.0043,-0.0204
428,0.0023,0.0287,-0.0026,-0.0043,-0.0205
429,0.0023,0.0288,-0.0026,-0.0043,-0.0205
430,0.0023,0.0289,-0.0026,-0.0044,-0.0206
431,0.0023,0.0291,-0.0026,-0.0044,-0.0206
432,0.0023,0.0292,-0.0026,-0.0044,-0.0207
433,0.0023,0.0293,-0.0027,-0.0044,-0.0208
434,0.0023,0.0294,-0.0027,-0.0045,-0.0208
435,0.0023,0.0296,-0.0027,-0.0045,-0.0209
436,0.0023,0.0297,-0.0027,-0.0045,-0.0209
437,0.0024,0.0298,-0.0027,-0.0045,-0.0210
438,0.0024,0.0299,-0.0027,-0.0045,-0.0211
439,0.0024,0.0301,-0.0027,-0.0046,-0.0211
440,0.0024,0.0302,-0.0027,-0.0046,-0.0212
441,0.0024,0.0303,-0.0027,-0.0046,-0.0213
442,0.0024,0.0304,-0.0027,-0.0046,-0.0214
443,0.0024,0.0306,-0.0027,-0.0046,-0.0214
444,0.0024,0.0307,-0.0027,-0.0046,-0.0215
445,0.0025,0.0308,-0.0027,-0.0046,-0.0216
446,0.0025,0.0310,-0.0027,-0.0046,-0.0217
447,0.0025,0.0311,-0.0027,-0.0046,-0.0218
448,0.0025,0.0312,-0.0027,-0.0046,-0.0219
449,0.0025,0.0313,-0.0027,-0.0047,-0.0220
450,0.0025,0.0315,-0.0028,-0.0047,-0.0221
451,0.0025,0.0316,-0.0028,-0.0047,-0.0222
452,0.0025,0.0317,-0.0028,-0.0047,-0.0223
453,0.0026,0.0319,-0.0028,-0.0047,-0.0224
454,0.0026,0.0320,-0.0028,-0.0047,-0.0225
455,0.0026,0.0321,-0.0028,-0.0047,-0.0226
456,0.0026,0.0323,-0.0028,-0.0047,-0.0228
457,0.0026,0.0324,-0.0028,-0.0047,-0.0229
458,0.0026,0.0325,-0.0028,-0.0047,-0.0230
459,0.0026,0.0326,-0.0028,-0.0048,-0.0231
460,0.0027,0.0328,-0.0028,-0.0048,-0.0233
461,0.0027,0.0329,-0.0028,-0.0048,-0.0234
462,0.0027,0.0330,-0.0028,-0.0048,-0.0235
463,0.0027,0.0331,-0.0028,-0.0048,-0.0237
